1600,A,90426708196641,7.091625,-0.5916671,8.195502;
1600,A,90426757696641,4.972757,-0.15831658,6.6967316;
1600,A,90426807196641,3.25372,-0.19183542,6.107758;
1600,A,90426856696641,2.801216,-0.15592238,5.997625;
1600,A,90426906196641,3.7708676,-1.0513538,7.731027;
1600,A,90426955696641,4.661511,0.16968904,9.684695;
1600,A,90427005196641,6.145916,0.83288294,11.003901;
1600,A,90427054696641,7.2592196,-0.79278004,11.485135;
1600,A,90427104196641,7.3549876,-2.535759,11.454011;
1600,A,90427153696641,7.3190746,-2.7009587,11.461193;
1600,A,90427203196641,7.548918,-3.3761237,9.3112;
1600,A,90427252696641,5.3318872,-1.1566987,7.0271316;
1600,A,90427302196641,4.4316673,-0.6251859,4.599411;
1600,A,90427351696641,3.4093432,-0.045789108,2.0519805;
1600,A,90427401196641,3.1292217,-0.7113772,0.6178537;
1600,A,90427450696641,4.936844,-1.1112089,-0.011821371;
1600,A,90427500196641,11.669339,-1.0944494,-0.28476036;
1600,A,90427549696641,14.561535,0.46657005,-2.145055;
1600,A,90427599196641,17.616535,0.38037878,-2.8657098;
1600,A,90427648812151,19.017143,-3.9650972,0.88361007;
1600,A,90427698427661,15.775395,-1.6139913,-0.5960066;
1600,A,90427748043171,12.210428,-0.7616554,-0.11956045;
1600,A,90427797658681,7.6494746,-1.848623,0.73516953;
1600,A,90427847274191,6.8785415,-2.6027966,0.61067104;
1600,A,90427896889701,6.291962,-2.7823617,0.16774376;
1600,A,90427946505211,8.767567,-2.8350341,0.10070611;
1600,A,90427996120721,12.732365,-4.6546273,0.490961;
1600,A,90428045736231,14.449007,-4.757578,-0.5409399;
1600,A,90428095351741,17.678785,3.5215714,3.9026985;
1600,A,90428144967251,15.315708,2.628534,-1.0078093;
1600,A,90428194582761,19.761143,-0.3211223,-3.1482255;
1600,A,90428244198271,19.201498,-1.6092029,-2.3006783;
1600,A,90428293813781,11.374852,-3.2635963,0.2347814;
1600,A,90428343429291,8.841787,0.2486977,-0.004638766;
1600,A,90428393044801,5.8346696,1.6229695,-1.2568063;
1600,A,90428442660311,7.180211,0.083497785,-1.3190556;
1600,A,90428492275821,9.0476885,-0.19662382,-1.6853683;
1600,A,90428541891331,7.654263,-0.26605567,-2.4155998;
1600,A,90428591506841,10.292673,-0.79996264,-3.0380924;
1600,A,90428641189031,12.643779,-3.045724,-1.1370962;
1600,A,90428690871221,13.172897,-3.5676599,1.8508675;
1600,A,90428740553411,13.599066,-2.4567502,0.2587234;
1600,A,90428790235601,12.605472,-2.193388,-0.11956045;
1600,A,90428839917791,11.513716,-1.0705074,0.014514848;
1600,A,90428889599981,11.908759,-1.9012954,-0.0525228;
1600,A,90428939282171,13.706804,-2.6865935,1.2307693;
1600,A,90428988964361,13.034034,-2.978686,2.032827;
1600,A,90429038646551,14.923059,-1.4368203,2.0280385;
1600,A,90429088328741,17.28853,-1.5062522,2.8037598;
1600,A,90429138010931,16.139313,-0.13916297,-1.2352585;
1600,A,90429187693121,19.752165,0.6533178,-3.7635355;
